"WG page mentions use of Wiki, nobody uses the Wiki","https://github.com/knative/community/blob/master/mechanics/WORKING-GROUP-PROCESSES.md#running-a-working-group","","Update working group processes to match actual behavior.","Fixes #95."
"Update phpunit.xml to fail on risky tests by default","**Is your feature request related to a problem? Please describe.**\r\n\r\n#1273 showed that there are cases where a mutation may cause a test to become risky, yet these tests are not a cause of failure for PHPUnit by default.\r\n\r\nThe fix is a easy as adding [`failOnRisky=""true""` to `phpunit.xml`](https://github.com/sebastianbergmann/code-unit/commit/33dcbf5a8ae6a555248e7e3c7b02eb3cbbd74b87), yet it is not as obvious as one may think it is.\r\n\r\n**Describe the solution you\'d like**\r\n\r\nSince PHPUnit won\'t treat new risky tests as failures by default, and since this behavior causes an unnecessary confusion even for experienced users (see #1273), I suggest that we add `failOnRisky=""true""` and `failOnWarning=""true""` by default unless a conflicting directive is present, just like we do with `executionOrder=""random""`.\r\n\r\nThat is, if there\'s already `failOnRisky=""false""` then it should not be changed.\r\n\r\n**Describe alternatives you\'ve considered**\r\n\r\nAnother way would be to parse PHPUnit\'s output to see if there a risky tests, and give some feedback to the user adding a line or two to the mutation log. This looks like a support headache tbh.\r\n","Feature Request,Good First Issue / Easy Pick,Has PR","Set `failOnRisky`, `failOnWarning` to `true` if parameters are not already set","Fixes #1274\r\n\r\n> Since PHPUnit won\'t treat new risky tests as failures by default, and since this behavior causes an unnecessary confusion even for experienced users (see #1273), we add failOnRisky=""true"" and failOnWarning=""true"" by default unless a conflicting directive is present, just like we do with executionOrder=""random"".\r\n\r\n> That is, if there\'s already failOnRisky=""false"" then it should not be changed."
"Test failing -- TestElasticSearchSuite/TestSparkDependenciesES","The test `TestElasticSearchSuite/TestSparkDependenciesES` as part of `es-otel` is currently failing, affecting #1111, #1110 and #1105. The `master` branch is currently also failing after #1102 was merged, but I don\'t think that PR is the cause, as the failures on the mentioned PRs were happening before that got merged.\r\n\r\ncc @kevinearls ","bug","fix null pointer in jaeger-spark-dependencies","## Which problem is this PR solving?\r\nfixes jaegertracing/jaeger-operator#1113\r\n\r\nI\'m not sure if other fields have the same issue."
"`old_*` doesn\'t seem to work with 3 levels of tuerk-style loops","This example changes its verification status when the `#if 0` is toggled:\r\n```c\r\nint foo()\r\n    /*@ requires true; @*/\r\n    /*@ ensures  result == 3*42; @*/\r\n    /*@ terminates; @*/\r\n{\r\n    int x = 0;\r\n    int i,j,k;\r\n\r\n    for(i = 0; i < 6; ++i)\r\n        /*@ requires i >= 0 &*& i <= 6 &*& x + 3*7*(6-i) < 100000; @*/\r\n        /*@ ensures  old_x + (6-old_i)*7*3 == x; @*/\r\n        /*@ decreases 6-i; @*/\r\n    {\r\n        for(j = 0; j < 7; ++j)\r\n            /*@ requires j >= 0 &*& j <= 7 &*& x + 3*(7-j) < 100000; @*/\r\n            /*@ ensures  old_x + (7-old_j)*3 == x; @*/\r\n            /*@ decreases 7-j; @*/\r\n        {\r\n#if 0\r\n            x += 3;\r\n#else\r\n            for(k = 0; k < 3; ++k)\r\n                /*@ requires k >= 0 &*& k <= 3 &*& x + (3-k) < 100000; @*/\r\n                /*@ ensures  old_x + (3-old_k) == x; @*/\r\n                /*@ decreases 3-k; @*/\r\n            {\r\n                ++x;\r\n                /*@ recursive_call(); @*/\r\n            }\r\n#endif\r\n            /*@ recursive_call(); @*/\r\n            /*@ {\r\n                assert old_x + 3 + (7-(old_j+1))*3 == x; \r\n                assert old_x + (7-old_j)*3 == x; \r\n            } @*/\r\n        }\r\n        /*@ recursive_call(); @*/\r\n    }\r\n    return x;\r\n}\r\n```\r\nWith only 2 nested loops it seems to behave correctly.","","Prioritize the old value of `x` over the current value of `old_x`.","Fixes https://github.com/verifast/verifast/issues/206"
"Allow a cancelled RPC to interrupt metadata syncing","**Is your feature request related to a problem? Please describe.**\r\n\r\nIf a user triggers a sync (i.e. via a listStatus) on a large directory and the sync takes an extended period of time, then the user might be inclined to ctrl-C to cancel the RPC and issue it again.\r\n\r\nThe problem with this now is that the metadata sync will continue to run on the master until completion. Only after completion will the handler eventually run into an error when returning the RPC response.\r\n\r\nImagine syncing a large directory that creates > 1M files. This will consume a large swath of CPU for some period of time. Depending on the hardware configuration, this can be a _long_ time. If the user cancels the RPC, then it should interrupt the metadata sync which should allow more operations\r\n\r\n**Describe the solution you\'d like**\r\n\r\nThe solution itself is straightforward. Each RPC is associated with an `OperationContext<T>` - the context has a method `isCancelled` which will return whether the RPC issued by the user has been cancelled for one or more reasons (user, network, etc..). It uses the underlying gRPC `StreamObserver#isCancelled` method.\r\n\r\nWithin a metadata sync we should be able to provide an `OperationContext` and periodically check the `isCancelled` on the operation to see if we should continue syncing.\r\n\r\n**Describe alternatives you\'ve considered**\r\n\r\nNone at the moment. The proposed solutions seems like a simple and straightforward implementation with few, if any, downsides. The only argument I could see against this is that someone wants a ""fire-and-forget"" implementation for syncing where they can issue an `ls`, cancel the command, and continue using their terminal while the sync runs. In that case, the user would just never know when the sync is finished - but they would at least know that it was started.\r\n\r\n**Urgency**\r\n\r\nPrevent over-utilization on the master that doesn\'t benefit any client operation.\r\n\r\n**Additional context**\r\nN/A\r\n","type-feature","Refactor FSM RPC cancellation support","This PR enables FSM internal call-trackers by default for all RPCs.\r\nIt also improves the overall RPC cancellation coverage by including sync sessions.\r\n\r\nFixes https://github.com/Alluxio/alluxio/issues/11672"
"Document how to use mock in JVM mode tests","It would be nice to have `extensions/mock/runtime/src/main/doc/usage.adoc` with an example showing that a mock endpoint can be injected into JVM test.\r\n\r\nIt would also be nice to have `extensions/mock/runtime/src/main/doc/limitations.adoc` informing that the above does not work (and why) in native mode. ","","Document how to use mock in JVM mode tests #1449","Fixes: https://github.com/apache/camel-quarkus/issues/1449\r\n\r\n[ ] An issue should be filed for the change unless this is a trivial change (fixing a typo or similar). One issue should ideally be fixed by not more than one commit and the other way round, each commit should fix just one issue, without pulling in other changes.\r\n[ ] Each commit in the pull request should have a meaningful and properly spelled subject line and body. Copying the title of the associated issue is typically enough. Please include the issue number in the commit message prefixed by #.\r\n[ ] The pull request description should explain what the pull request does, how, and why. If the info is available in the associated issue or some other external document, a link is enough.\r\n[ ] Phrases like Fix #<issueNumber> or Fixes #<issueNumber> will auto-close the named issue upon merging the pull request. Using them is typically a good idea.\r\n[ ] Please run mvn process-resources -Pformat (and amend the changes if necessary) before sending the pull request.\r\n[ ] Contributor guide is your good friend: https://camel.apache.org/camel-quarkus/latest/contributor-guide.html"
"Being able to move an item from one group to another that cannot contain it is inconsistent.","Hi,\r\n**Describe the bug**\r\nIn a group that contain elements, we can move them by selecting and move them in mass action.\r\nThe problem is that we can move them to a group that cannot contains them (by its configuration).\r\nIn resulting, in the target group, elements are not visible, but are marked in the element.\r\n\r\n(by the way, number of elements are not mentioned in the ""used elements"" tab, see picture below)\r\n\r\n**To reproduce**\r\n- Create 2 groups and a computer.\r\n- Create a first group, let by default all options.\r\n- Create a second, but set no on ""contains elements"".\r\n\r\n- Put the computer in first group.\r\n- In the first group, ""elements used"", select the computer and choose ""action/move"" and select the second group. It should not be possible to select it. Valid the move.\r\n-> From now on, in the second group, we cannot see the computer, because the tab is not visible.\r\n\r\nIn fact, the test is wrong, by tests, I can describe the problem : we can move an element to a group marked yes at ""affected to"" instead of ""contains elements"" :\r\n**Demonstration :**\r\n- Move the computer in the first group by the computer editing.\r\n- Put no on all options on the 2 groups, but set yes on ""affected to"" on second group.\r\n- You can again move the computer to the second group. If set no on ""affected to"" it becomes not selectable.\r\n\r\n**Screenshots**\r\nComputer can be moved to a group that cannot contain elements : \r\n![image](https://user-images.githubusercontent.com/55535560/75233445-2801e300-57b9-11ea-8bc8-70e99530ee3c.png)\r\n\r\nComputer cannot be seen after moving in the second group : \r\n![image](https://user-images.githubusercontent.com/55535560/75232364-61395380-57b7-11ea-90e2-2555702bc7d9.png)\r\nOne  element is in the group, but is not mentioned in the tab : \r\n![image](https://user-images.githubusercontent.com/55535560/75232686-f1779880-57b7-11ea-9429-be311939c714.png)\r\n\r\n**Your GLPI setup (you can find it in Setup > General menu, System tab)**\r\nGLPI 9.4.5","","Fix group member move selections","fixes #6967\r\n\r\n| Q             | A\r\n| ------------- | ---\r\n| Bug fix?      | yes\r\n| New feature?  | no\r\n| BC breaks?    | no\r\n| Deprecations? | no\r\n| Tests pass?   | yes\r\n| Fixed tickets | #6967 \r\n\r\nFix massive action form dropdown for moving group item members so that an item can only be moved into groups that allow items. There was an issue were any group that could be responsible for assets would be shown event if it could not contain items."
"Center ""-"" sign for empty inputs","__What should we do?__\r\n\r\nCenter ""-"" sign for empty inputs as we do in the prototype: https://dmn-prototypes.netlify.app/column-editing-final/\r\n\r\n__Why should we do it?__\r\n\r\nCurrently, empty input can be mistaken with actual ""-"" as input value.","needs review","533 center placeholder for empty inputs","<!--\r\n\r\nThanks for creating this pull request!\r\n\r\nPlease make sure you provide the relevant context.\r\n\r\n-->\r\n\r\n__Which issue does this PR address?__\r\n\r\nCloses #533\r\n\r\n__Acceptance Criteria__\r\n\r\n<!--\r\n\r\nLink the acceptance criteria here if they are defined.\r\n\r\n-->\r\n\r\nDescribed in the issue.\r\n\r\n__Definition of Done__\r\n\r\n* [x] corresponds to [the design principles](https://github.com/bpmn-io/design-principles)\r\n* [x] corresponds to [the code standards](https://github.com/bpmn-io/bpmn-js/blob/master/.github/CONTRIBUTING.md#creating-a-pull-request)\r\n* [x] passes Continuous Integration checks\r\n* [x] available as feature branch on GitHub\r\n  * [x] contains the cleaned up commit history\r\n  * [x] commit messages satisfy our [commit message guidelines](https://www.conventionalcommits.org/)\r\n  * [x] a single commit closes the issue via Closes #issuenr\r\n"
"Fix chat room joining","Between persistent breadcrumbs and having chat on the blackboard, it\'s now possible to go directly from a page with chat on it to another page with chat on it, which means startupChat() (and therefore the first keepalive) doesn\'t get called immediately when you switch between tabs with chat. This can mean you are in a room for up to 2 minutes (the current keepalive duration) without ""joining"" the room.","Friction,bug,client-only","Keepalive in chat autorun, not onCreated","More pages have chat now, which means it\'s possible to go directly from a page with chat to another. This means we need to join the new room when the room_name changes, not in a `messages.onCreated` callback, since the callback won\'t be called again if the chat room changes to another.\r\nFixes #156"
"Doc Feedback: Java path incorrect","Location : https://apim.docs.wso2.com/en/latest/install-and-setup/install/installing-the-product/installing-the-binary/installing-on-windows/#setting-up-java95home-using-the-system-properties\r\n\r\nThe Java path mentioned in step 4 in the above location is incorrect.","Docs/In-Progress","fixes https://github.com/wso2/docs-apim/issues/1479","## Purpose\r\nfixes https://github.com/wso2/docs-apim/issues/1479"
"Doc Feedback: Java path incorrect","Location : https://apim.docs.wso2.com/en/latest/install-and-setup/install/installing-the-product/installing-the-binary/installing-on-windows/#setting-up-java95home-using-the-system-properties\r\n\r\nThe Java path mentioned in step 4 in the above location is incorrect.","Docs/In-Progress","fixes https://github.com/wso2/docs-apim/issues/1479","## Purpose\r\nfixes https://github.com/wso2/docs-apim/issues/1479"
"Whitespace in csv path breaks mkDocs build process ","Given an abspath, it wmf if there is no whitespace in the path. With whitespace fails in MkDocs /serve build process.\r\n\r\nPath is:  \'/Users/username/Documents/1. Test\r\n```\r\n    \'page_markdown\', page.markdown, page=page, config=config, files=files\r\n  File ""/usr/local/lib/python3.7/site-packages/mkdocs/plugins.py"", line 94, in run_event\r\n    result = method(item, **kwargs)\r\n  File ""/Users/username/Library/Python/3.7/lib/python/site-packages/mkdocs_table_reader_plugin/plugin.py"", line 94, in on_page_markdown\r\n    pd_args, pd_kwargs = parse_argkwarg(result)\r\n  File ""/Users/username/Library/Python/3.7/lib/python/site-packages/mkdocs_table_reader_plugin/safe_eval.py"", line 86, in parse_argkwarg\r\n    args.append(literal_eval(i))\r\n  File ""/usr/local/Cellar/python/3.7.7/Frameworks/Python.framework/Versions/3.7/lib/python3.7/ast.py"", line 46, in literal_eval\r\n    node_or_string = parse(node_or_string, mode=\'eval\')\r\n  File ""/usr/local/Cellar/python/3.7.7/Frameworks/Python.framework/Versions/3.7/lib/python3.7/ast.py"", line 35, in parse\r\n    return compile(source, filename, mode, PyCF_ONLY_AST)\r\n  File ""<unknown>"", line 1\r\n    \'/Users/username/Documents/1.\r\n```","","Fix whitespace in paths breaking plugin, closes #9",""
"Release Notes for iOS v1.18","","QA/No,release-notes/exclude","Fix: #2695 : Add Release Notes for v1.18","<!-- *Thank you for submitting a pull request, your contributions are greatly appreciated!* -->\r\n\r\n## Summary of Changes\r\n\r\n<!-- Enter a ticket number for this PR, create a new one if it is not there yet. -->\r\nThis pull request fixes #2695 \r\n\r\n## Submitter Checklist:\r\n\r\n- [ ] *Unit Tests* are updated to cover new or changed functionality\r\n- [ ] User-facing strings use `NSLocalizableString()`\r\n\r\n## Test Plan:\r\n<!-- Any useful notes explaining how best to test and verify. -->\r\nNA\r\n\r\n## Screenshots:\r\n<!-- If your patch includes user interface changes that you would like to suggest or that you would like UX to look at, please include them here. -->\r\n\r\n\r\n## Reviewer Checklist:\r\n\r\n- [x] Issues include necessary QA labels:\r\n  - `QA/(Yes|No)`\r\n  - `release-notes/(include|exclude)`\r\n  - `bug` / `enhancement`\r\n- [ ] Necessary [security reviews](https://github.com/brave/security/issues/new/choose) have taken place.\r\n- [ ] Adequate unit test coverage exists to prevent regressions.\r\n- [ ] Adequate test plan exists for QA to validate (if applicable).\r\n- [x] Issue is assigned to a milestone (should happen at merge time).\r\n"
"Is it possible to add custom labels to sidekiq_queue metrics?","Hi,\r\n\r\nI\'d like to add the environment label to `ruby_sidekiq_queue_` metrics, is this possible?\r\nAlso interested if it\'s possible to have a queue name label in `ruby_sidekiq_job_` metrics, and in `ruby_active_record_` metrics that are related to sidekiq.","","Custom labels support in Activerecord Connection Pool and Sidekiq Queue collectors.","Closes #118."
"Update to Cake.Issues 0.9.0","Update to Cake.Issues 0.9.0","Breaking change","(GH-167) Update to Cake.Issues 0.9.0","Update to Cake.Issues 0.9.0\r\n\r\nFixes #167 "
"Add support for knative scale bounds","","enhancement","feat (#577) Add suport for knative scale bounds.","Resolves: #577 "
"pandas.DataFrame.tail","Head is implemented but tail is not. Tail is not just useful for exploring data but also a very useful way of slicing data. \r\n\r\nExample: users have data ordered by date. They want to take the last 30 days. They can just call tail(30)\r\n\r\nhttps://pandas.pydata.org/pandas-docs/stable/reference/api/pandas.DataFrame.tail.html","enhancement","Implementing Series.tail() & DataFrame.tail()","As since Spark 3.0 supports a `tail()`, this PR proposes a `Series.tail()` and `DataFrame.tail()` for Koalas based on it.\r\n\r\n\r\n- Series\r\n```python\r\n>>> kser = ks.Series([1, 2, 3, 4, 5])\r\n>>> kser\r\n0    1\r\n1    2\r\n2    3\r\n3    4\r\n4    5\r\nName: 0, dtype: int64\r\n\r\n>>> kser.tail(3)\r\n2    3\r\n3    4\r\n4    5\r\nName: 0, dtype: int64\r\n```\r\n\r\n- DataFrame\r\n```python\r\n>>> df = ks.DataFrame({\'animal\': [\'alligator\', \'bee\', \'falcon\', \'lion\',\r\n...                    \'monkey\', \'parrot\', \'shark\', \'whale\', \'zebra\']})\r\n>>> df\r\n      animal\r\n0  alligator\r\n1        bee\r\n2     falcon\r\n3       lion\r\n4     monkey\r\n5     parrot\r\n6      shark\r\n7      whale\r\n8      zebra\r\n\r\n>>> df.tail()\r\n   animal\r\n4  monkey\r\n5  parrot\r\n6   shark\r\n7   whale\r\n8   zebra\r\n\r\n>>> df.tail(3)\r\n  animal\r\n6  shark\r\n7  whale\r\n8  zebra\r\n\r\n>>> df.tail(-3)\r\n   animal\r\n3    lion\r\n4  monkey\r\n5  parrot\r\n6   shark\r\n7   whale\r\n8   zebra\r\n```\r\n\r\nResolves #343"
"Setup CI","With PRs coming in it would be good to have CI to validate builds to prevent breaks from being merged in","external","Setup CI against Godot 3.2.2 and Example Projects","Fixes #15 \r\n\r\nEmpty project is a required check to merge as all it does is build an empty project with MDFramework. The backwards compatibility check will let us know if our changes break any of the examples\' code"
"Apply blocking policy at Chips.Render directive","","improve","Apply blocking policy at Chips.Render (#877)",""
"Rename shuffle/favorite/repeat API","","improve","Rename shuffle/favorite/repeat API (#881)","* Fix wrong sample\'s usage for repeat API."
"Update Keensense v0.2.2","","improve","Update keensense v0.2.2 (#883)",""
"Change API of SendCandidatesDirectiveHandler.Controller","- [x] getCandidateList -> sendCandidates (sync -> async)","improve","Change API of MessageClient (#885)","* getCandidateList -> sendCandidates (sync->async)"
"\xe3\x82\xbf\xe3\x82\xb9\xe3\x82\xaf_\xe3\x82\xab\xe3\x83\xbc\xe3\x83\x88\xe8\xbf\xbd\xe5\x8a\xa0\xe6\xa9\x9f\xe8\x83\xbd","## \xe7\x9b\xae\xe7\x9a\x84 \r\n\r\n## \xe3\x82\xbf\xe3\x82\xb9\xe3\x82\xaf\xe3\x83\xaa\xe3\x82\xb9\xe3\x83\x88 \r\n- [x] CartInsertServlet\xe3\x82\x92\xe4\xbd\x9c\xe6\x88\x90\r\n\r\n- [x] insertCart\xe3\x83\xa1\xe3\x82\xbd\xe3\x83\x83\xe3\x83\x89\xe3\x82\x92\xe4\xbd\x9c\xe6\x88\x90\r\n\r\n- [x] cart_insert_complete.jsp\xe3\x82\x92\xe4\xbd\x9c\xe6\x88\x90\r\n\r\n## \xe5\xae\x8c\xe4\xba\x86\xe3\x81\xae\xe5\xae\x9a\xe7\xbe\xa9 \r\n\xe5\x95\x86\xe5\x93\x81\xe6\x83\x85\xe5\xa0\xb1\xe3\x82\x92\xe3\x82\xab\xe3\x83\xbc\xe3\x83\x88\xe3\x81\xab\xe8\xbf\xbd\xe5\x8a\xa0\xe3\x81\xa7\xe3\x81\x8d\xe3\x82\x8b\r\n## \xe3\x81\x9d\xe3\x81\xae\xe4\xbb\x96 \r\n","0.\xe5\x84\xaa\xe5\x85\x88\xe5\xba\xa6(\xe9\xab\x98),1.\xe3\x82\xbf\xe3\x82\xb9\xe3\x82\xaf","update:\xe3\x82\xab\xe3\x83\xbc\xe3\x83\x88\xe8\xbf\xbd\xe5\x8a\xa0\xe6\xa9\x9f\xe8\x83\xbd\xe3\x80\x80#33","## issue \r\n<!-- \xe5\xaf\xbe\xe5\xbf\x9c\xe3\x81\x99\xe3\x82\x8bissue\xe7\x95\xaa\xe5\x8f\xb7\xe3\x82\x92\xe8\xa8\x98\xe8\xbf\xb0\xe3\x81\x99\xe3\x82\x8b -->\r\nclose #33\r\n\r\n## \xe3\x82\x84\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\x93\xe3\x81\xa8 \r\n+ \xe3\x82\xab\xe3\x83\xbc\xe3\x83\x88\xe8\xbf\xbd\xe5\x8a\xa0\xe6\xa9\x9f\xe8\x83\xbd\r\n\r\n## \xe5\xa4\x89\xe6\x9b\xb4\xe3\x81\xab\xe3\x82\x88\xe3\x81\xa3\xe3\x81\xa6\xe6\x9c\x9f\xe5\xbe\x85\xe3\x81\x95\xe3\x82\x8c\xe3\x82\x8b\xe7\xb5\x90\xe6\x9e\x9c \r\n+ \r\n\r\n## \xe5\x8b\x95\xe4\xbd\x9c\xe7\xa2\xba\xe8\xaa\x8d \r\n<!-- \xe3\x81\xa9\xe3\x81\xae\xe3\x82\x88\xe3\x81\x86\xe3\x81\xaa\xe5\x8b\x95\xe4\xbd\x9c\xe7\xa2\xba\xe8\xaa\x8d\xe3\x82\x92\xe8\xa1\x8c\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\xae\xe3\x81\x8b\xef\xbc\x9f\xe7\xb5\x90\xe6\x9e\x9c\xe3\x81\xaf\xe3\x81\xa9\xe3\x81\x86\xe3\x81\x8b\xef\xbc\x9f -->\r\n+ \r\n\r\n## \xe8\xa3\x9c\xe8\xb6\xb3\r\n<!-- \xe3\x83\xac\xe3\x83\x93\xe3\x83\xa5\xe3\x83\xbc\xe3\x82\x92\xe3\x81\x99\xe3\x82\x8b\xe9\x9a\x9b\xe3\x81\xab\xe8\xa6\x8b\xe3\x81\xa6\xe3\x81\xbb\xe3\x81\x97\xe3\x81\x84\xe7\x82\xb9\xe3\x80\x81\xe3\x83\xad\xe3\x83\xbc\xe3\x82\xab\xe3\x83\xab\xe7\x92\xb0\xe5\xa2\x83\xe3\x81\xa7\xe8\xa9\xa6\xe3\x81\x99\xe9\x9a\x9b\xe3\x81\xae\xe6\xb3\xa8\xe6\x84\x8f\xe7\x82\xb9\xe3\x80\x81\xe3\x81\xaa\xe3\x81\xa9 -->\r\n\r\n## \xe3\x81\x9d\xe3\x81\xae\xe4\xbb\x96 \r\n"
"\xe9\x9d\x9e\xe3\x83\xad\xe3\x82\xb0\xe3\x82\xa4\xe3\x83\xb3\xe6\x99\x82\xe3\x81\xa7\xe3\x82\x82\xe3\x82\xb7\xe3\x83\xa7\xe3\x83\xbc\xe3\x83\x88\xe3\x82\xab\xe3\x83\x83\xe3\x83\x88\xe3\x82\xad\xe3\x83\xbc\xe3\x81\x8b\xe3\x82\x89\xe6\x8a\x95\xe7\xa8\xbf\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xbc\xe3\x83\xa0\xe3\x82\x92\xe5\x87\xba\xe3\x81\x9b\xe3\x82\x8b","## \xf0\x9f\x92\xa1 Summary\r\n\r\n\xe3\x82\xbf\xe3\x82\xa4\xe3\x83\x88\xe3\x83\xab\xe3\x81\xae\xe9\x80\x9a\xe3\x82\x8a\r\n\r\n## \xf0\x9f\x99\x82 Expected Behavior\r\n\r\n\xe5\x87\xba\xe3\x81\xaa\xe3\x81\x84\r\n\r\n## \xe2\x98\xb9\xef\xb8\x8f Actual Behavior\r\n\r\n\xe5\x87\xba\xe3\x82\x8b\r\n\r\n## \xf0\x9f\x93\x9d Steps to Reproduce\r\n\r\n1.\xe3\x83\xad\xe3\x82\xb0\xe3\x82\xa2\xe3\x82\xa6\xe3\x83\x88\xe7\xad\x89\xe3\x81\x97\xe3\x81\xa6\xe9\x9d\x9e\xe3\x83\xad\xe3\x82\xb0\xe3\x82\xa4\xe3\x83\xb3\xe3\x81\xab\xe3\x81\x99\xe3\x82\x8b\r\n2.N\xe3\x81\xbe\xe3\x81\x9f\xe3\x81\xafP\xe3\x82\xad\xe3\x83\xbc\xe3\x82\x92\xe6\x8a\xbc\xe3\x81\x99\r\n3.\xe6\x8a\x95\xe7\xa8\xbf\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xbc\xe3\x83\xa0\xe3\x81\x8c\xe5\x87\xba\xe3\x82\x8b\r\n\r\n## \xf0\x9f\x93\x8c Environment\r\n\r\nMisskey v12\r\n","\xf0\x9f\x90\x9bBug,\xf0\x9f\x96\xa5\xef\xb8\x8fClient","fix \xe9\x9d\x9e\xe3\x83\xad\xe3\x82\xb0\xe3\x82\xa4\xe3\x83\xb3\xe6\x99\x82\xe3\x81\xab n \xe3\x81\xbe\xe3\x81\x9f\xe3\x81\xaf p \xe3\x82\xad\xe3\x83\xbc\xe6\x8a\xbc\xe4\xb8\x8b\xe3\x81\xa7\xe6\x8a\x95\xe7\xa8\xbf\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xbc\xe3\x83\xa0\xe3\x81\x8c\xe5\x87\xba\xe3\x82\x8b","fix #5851 "
"Automatic upgrade of the global variants of the locale data","<!--\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\r\n\r\nOh hi there! \xf0\x9f\x98\x84\r\n\r\nTo expedite issue processing please search open and closed issues before submitting a new one.\r\nExisting issues often contain information about workarounds, resolution, or progress updates.\r\n\r\n\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85\xf0\x9f\x94\x85-->\r\n\r\n\r\n# \xf0\x9f\x9a\x80 Feature request\r\n\r\n\r\n### Command (mark with an `x`)\r\n<!-- Can you pin-point the command or commands that are relevant for this feature request? -->\r\n<!-- \xe2\x9c\x8d\xef\xb8\x8fedit: -->\r\n- [ ] new\r\n- [ ] build\r\n- [ ] serve\r\n- [ ] test\r\n- [ ] e2e\r\n- [ ] generate\r\n- [ ] add\r\n- [x] update\r\n- [ ] lint\r\n- [ ] xi18n\r\n- [ ] run\r\n- [ ] config\r\n- [ ] help\r\n- [ ] version\r\n- [ ] doc\r\n\r\n### Description\r\nIn Angular 9 and earlier the recommended use of the global variants of the locale data was as following:\r\n\r\n```ts\r\nimport { registerLocaleData } from \'@angular/common\';\r\n\r\nimport localeFr from \'@angular/common/locales/fr\';\r\nimport localeDe from \'@angular/common/locales/de\';\r\n\r\nregisterLocaleData(localeFr);\r\nregisterLocaleData(localeDe);\r\n```\r\n\r\nWith Angular 10 there\'s a new way (and a breaking change):\r\n\r\n```ts\r\nimport \'@angular/common/locales/global/fr\';\r\nimport \'@angular/common/locales/de\';\r\n```\r\n\r\n\r\n### Describe the solution you\'d like\r\n\r\n- Given it\'s a breaking change, provide an automatic upgrade support from the Angular 9 to Angular 10.\r\n- Provide information about this breaking change in the Update tool (https://update.angular.io/)\r\n\r\n\r\n### Describe alternatives you\'ve considered\r\n\r\nThe only alternative is to manually upgrade the code and to inform the customers about breaking changes (for the lib authors)\r\n","comp: devkit/build-angular,devkit/build-angular: browser,freq3: high,severity1: confusing,type: bug/fix","fix(@angular-devkit/build-angular): remove non-global locale import warning","\r\nWe have not yet deprecated the non-global locale data modules (e.g. `@angular/common/locales/fr`) so we should not be issuing warnings about developers using them.\r\n\r\nWe recently added warning suggesting that a ""global"" locale should be used instead, and the previous CommonJS/AMD warning about the format of these non-global modules are just confusing for the developer.\r\n\r\nReference: TOOL-1388\r\nCloses: #18123"
"\xd0\xa0\xd0\xb5\xd0\xb0\xd0\xbb\xd0\xb8\xd0\xb7\xd0\xbe\xd0\xb2\xd0\xb0\xd1\x82\xd1\x8c \xd0\xb2\xd1\x81\xd0\xb5 \xd0\xbc\xd0\xb5\xd1\x82\xd0\xbe\xd0\xb4\xd1\x8b \xd0\xb0\xd0\xb4\xd0\xbc\xd0\xb8\xd0\xbd\xd0\xba\xd0\xb8","- [x] /menu\r\n\r\n- [x] /startlot\r\n\r\n- [ ] /editlot\r\n\r\n- [x] /showlots\r\n\r\n- [x] /result\r\n\r\n- [ ] /notify\r\n\r\n- [x] /notifylot","feature","Resolves #4. Added /editlot and /notify commands",""
